=== tuning batch: world 150, tag "minor_10" ===
trials 10   success 10 (100%)   collision 0   timeout 0
OT 5.43 s   2*OT clip 10.85 s
AT  min 10.5  median 12.7  max 20.5  sd 2.8
AT/OT median 2.34   trials above the 2*OT clip: 9/10
MEAN SCORE 0.4155   (ceiling for this success rate: 0.5000)
per-trial: 11 15 21 12 10 13 13 15 14 11

log events per trial (recovery is the quantity being tuned):
  trial         no_progress      recovery       reverse   replan_fail  mpc_deadline
  trial_1.log             0             0             0             0             0
  trial_2.log             1             1             0             0             0
  trial_3.log             2             2             0             0             0
  trial_4.log             0             0             0             0             0
  trial_5.log             0             0             0             0             0
  trial_6.log             0             0             0             0             0
  trial_7.log             0             0             0             0             0
  trial_8.log             0             0             0             0             0
  trial_9.log             0             0             0             0             0
  trial_10.log             0             0             0             0             0
